Clusters,Iteration,Dimensions,Gamma,Points,Loss,Scale
15,-1,9,100,129154,7.6293945e-06,4
15,-1,9,1,359381,0.29575634,4
15,-1,9,10,359381,0.00091934204,4
15,-1,9,100,359381,2.861023e-06,4
15,-1,9,1,1000000,0.040024757,4
15,-1,9,10,1000000,0.001121521,4
15,-1,9,100,1000000,1.9073486e-06,4
15,-1,9,1,100,-0.0053505898,5
15,-1,9,10,100,-0.007191181,5
15,-1,9,100,100,4.7683716e-07,5
15,-1,9,1,278,0.01684618,5
15,-1,9,10,278,-0.0034947395,5
15,-1,9,100,278,1.4305115e-06,5
15,-1,9,1,774,0.0078577995,5
15,-1,9,10,774,-0.0003786087,5
15,-1,9,100,774,-5.5789948e-05,5
15,-1,9,1,2154,0.023010254,5
15,-1,9,10,2154,6.9618225e-05,5
15,-1,9,100,2154,0.0,5
15,-1,9,1,5994,0.0076150894,5
15,-1,9,10,5994,-1.9073486e-06,5
15,-1,9,100,5994,-6.67572e-06,5
15,-1,9,1,16681,0.010944366,5
15,-1,9,10,16681,0.00010681152,5
15,-1,9,100,16681,-1.6212463e-05,5
15,-1,9,1,46415,-0.17291164,5
15,-1,9,10,46415,0.00013446808,5
15,-1,9,100,46415,-4.7683716e-06,5
15,-1,9,1,129154,0.016759872,5
15,-1,9,10,129154,0.00023555756,5
15,-1,9,100,129154,-3.4332275e-05,5
15,-1,9,1,359381,0.01143837,5
15,-1,9,10,359381,0.00021457672,5
15,-1,9,100,359381,0.0,5
15,-1,9,1,1000000,0.009729385,5
15,-1,9,10,1000000,0.00020313263,5
15,-1,9,100,1000000,1.9073486e-06,5
15,-1,9,1,100,-0.31699562,6
15,-1,9,10,100,-0.24877167,6
15,-1,9,100,100,0.0,6
15,-1,9,1,278,0.09905529,6
15,-1,9,10,278,-0.0070848465,6
15,-1,9,100,278,9.536743e-07,6
15,-1,9,1,774,0.010712624,6
15,-1,9,10,774,-0.0008997917,6
15,-1,9,100,774,-4.005432e-05,6
15,-1,9,1,2154,0.0052986145,6
15,-1,9,10,2154,-1.04904175e-05,6
15,-1,9,100,2154,-7.6293945e-06,6
15,-1,9,1,5994,-0.0038719177,6
15,-1,9,10,5994,6.866455e-05,6
15,-1,9,100,5994,-1.9073486e-06,6
15,-1,9,1,16681,0.0050554276,6
15,-1,9,10,16681,0.0,6
15,-1,9,100,16681,1.1444092e-05,6
15,-1,9,1,46415,0.006526947,6
15,-1,9,10,46415,4.1007996e-05,6
15,-1,9,100,46415,0.0,6
15,-1,9,1,129154,0.005329132,6
15,-1,9,10,129154,2.2888184e-05,6
15,-1,9,100,129154,-1.9073486e-06,6
15,-1,9,1,359381,0.009370804,6
15,-1,9,10,359381,4.863739e-05,6
15,-1,9,100,359381,-1.9073486e-06,6
15,-1,9,1,1000000,0.013298988,6
15,-1,9,10,1000000,8.4877014e-05,6
15,-1,9,100,1000000,4.7683716e-06,6
15,-1,9,1,100,-0.009567261,7
15,-1,9,10,100,-0.0034275055,7
15,-1,9,100,100,4.7683716e-07,7
15,-1,9,1,278,0.037408352,7
15,-1,9,10,278,-0.008386135,7
15,-1,9,100,278,9.536743e-07,7
15,-1,9,1,774,0.011832237,7
15,-1,9,10,774,-0.00062942505,7
15,-1,9,100,774,-0.00010108948,7
15,-1,9,1,2154,0.008490562,7
15,-1,9,10,2154,-0.00040912628,7
15,-1,9,100,2154,0.00011730194,7
15,-1,9,1,5994,0.010195732,7
15,-1,9,10,5994,-3.4332275e-05,7
15,-1,9,100,5994,7.6293945e-06,7
15,-1,9,1,16681,0.005208969,7
15,-1,9,10,16681,1.9073486e-06,7
15,-1,9,100,16681,-7.6293945e-06,7
15,-1,9,1,46415,-0.10356426,7
15,-1,9,10,46415,0.00013065338,7
15,-1,9,100,46415,2.5749207e-05,7
15,-1,9,1,129154,-0.12071705,7
15,-1,9,10,129154,3.1471252e-05,7
15,-1,9,100,129154,2.861023e-06,7
15,-1,9,1,359381,0.006755829,7
15,-1,9,10,359381,-4.7683716e-06,7
15,-1,9,100,359381,-5.722046e-06,7
15,-1,9,1,1000000,0.008169174,7
15,-1,9,10,1000000,3.8146973e-06,7
15,-1,9,100,1000000,-5.722046e-06,7
15,-1,9,1,100,-0.0025787354,8
15,-1,9,10,100,-1.9073486e-06,8
15,-1,9,100,100,-1.9073486e-06,8
15,-1,9,1,278,-0.0014562607,8
15,-1,9,10,278,-0.003563881,8
15,-1,9,100,278,0.0,8
15,-1,9,1,774,0.0069084167,8
15,-1,9,10,774,-0.0008249283,8
15,-1,9,100,774,-0.00046920776,8
15,-1,9,1,2154,0.27244663,8
15,-1,9,10,2154,1.9073486e-06,8
15,-1,9,100,2154,9.536743e-07,8
15,-1,9,1,5994,0.009246826,8
15,-1,9,10,5994,-0.00016880035,8
15,-1,9,100,5994,2.4795532e-05,8
15,-1,9,1,16681,0.007860184,8
15,-1,9,10,16681,-9.536743e-07,8
15,-1,9,100,16681,1.8119812e-05,8
15,-1,9,1,46415,0.011185646,8
15,-1,9,10,46415,9.536743e-07,8
15,-1,9,100,46415,9.536743e-07,8
15,-1,9,1,129154,0.0075922012,8
15,-1,9,10,129154,1.4305115e-05,8
15,-1,9,100,129154,9.536743e-07,8
15,-1,9,1,359381,0.008603096,8
15,-1,9,10,359381,8.583069e-06,8
15,-1,9,100,359381,-1.9073486e-06,8
15,-1,9,1,1000000,0.0061397552,8
15,-1,9,10,1000000,1.04904175e-05,8
15,-1,9,100,1000000,0.0,8
15,-1,9,1,100,-0.0031189919,9
15,-1,9,10,100,-4.7683716e-07,9
15,-1,9,100,100,-4.7683716e-07,9
15,-1,9,1,278,-0.0014343262,9
15,-1,9,10,278,-0.00022983551,9
15,-1,9,100,278,-9.536743e-07,9
15,-1,9,1,774,0.0004453659,9
15,-1,9,10,774,-0.0004787445,9
15,-1,9,100,774,9.536743e-07,9
15,-1,9,1,2154,0.07888889,9
15,-1,9,10,2154,-0.08393097,9
15,-1,9,100,2154,-0.08187771,9
15,-1,9,1,5994,0.004134178,9
15,-1,9,10,5994,-2.7656555e-05,9
15,-1,9,100,5994,9.536743e-07,9
15,-1,9,1,16681,0.004087448,9
15,-1,9,10,16681,-1.2397766e-05,9
15,-1,9,100,16681,9.536743e-07,9
15,-1,9,1,46415,0.004675865,9
15,-1,9,10,46415,-7.6293945e-06,9
15,-1,9,100,46415,3.8146973e-06,9
15,-1,9,1,129154,0.0061511993,9
15,-1,9,10,129154,-0.00017261505,9
15,-1,9,100,129154,-3.528595e-05,9
15,-1,9,1,359381,0.006752968,9
15,-1,9,10,359381,4.1007996e-05,9
15,-1,9,100,359381,7.6293945e-06,9
15,-1,9,1,1000000,0.01064682,9
15,-1,9,10,1000000,-1.2397766e-05,9
15,-1,9,100,1000000,-2.861023e-06,9
15,-1,9,1,100,-0.008737564,10
15,-1,9,10,100,-4.7683716e-07,10
15,-1,9,100,100,-4.7683716e-07,10
15,-1,9,1,278,,10
15,-1,9,10,278,,10
15,-1,9,100,278,,10
15,-1,9,1,774,0.00018405914,10
15,-1,9,10,774,2.5749207e-05,10
15,-1,9,100,774,5.054474e-05,10
15,-1,9,1,2154,,10
15,-1,9,10,2154,,10
15,-1,9,100,2154,,10
15,-1,9,1,5994,0.0018472672,10
15,-1,9,10,5994,-0.00010204315,10
15,-1,9,100,5994,6.67572e-06,10
15,-1,9,1,16681,0.0022535324,10
15,-1,9,10,16681,-1.7166138e-05,10
15,-1,9,100,16681,2.002716e-05,10
15,-1,9,1,46415,0.0049858093,10
15,-1,9,10,46415,6.67572e-06,10
15,-1,9,100,46415,9.536743e-07,10
15,-1,9,1,129154,-0.12278366,10
15,-1,9,10,129154,8.583069e-06,10
15,-1,9,100,129154,4.7683716e-06,10
15,-1,9,1,359381,0.006351471,10
15,-1,9,10,359381,-3.8146973e-06,10
15,-1,9,100,359381,-1.9073486e-06,10
15,-1,9,1,1000000,0.009651184,10
15,-1,9,10,1000000,-3.8146973e-06,10
15,-1,9,100,1000000,-4.7683716e-06,10
15,-1,10,1,100,2.081672,1
15,-1,10,10,100,0.20754313,1
15,-1,10,100,100,-0.004482746,1
15,-1,10,1,278,2.1163054,1
15,-1,10,10,278,-0.03760457,1
15,-1,10,100,278,-0.007867813,1
15,-1,10,1,774,1.8431239,1
15,-1,10,10,774,0.008080006,1
15,-1,10,100,774,-0.00050115585,1
15,-1,10,1,2154,1.5856018,1
15,-1,10,10,2154,-0.12356186,1
15,-1,10,100,2154,6.6280365e-05,1
15,-1,10,1,5994,1.7124534,1
15,-1,10,10,5994,0.04918289,1
15,-1,10,100,5994,0.0014491081,1
15,-1,10,1,16681,2.0137186,1
15,-1,10,10,16681,0.01512146,1
15,-1,10,100,16681,0.0021662712,1
15,-1,10,1,46415,1.5566635,1
15,-1,10,10,46415,0.1304264,1
15,-1,10,100,46415,0.004548073,1
15,-1,10,1,129154,1.455534,1
15,-1,10,10,129154,0.42411613,1
15,-1,10,100,129154,0.03804779,1
15,-1,10,1,359381,2.092677,1
15,-1,10,10,359381,0.4027977,1
15,-1,10,100,359381,0.0035104752,1
15,-1,10,1,1000000,1.7532921,1
15,-1,10,10,1000000,0.54641247,1
15,-1,10,100,1000000,0.005299568,1
15,-1,10,1,100,0.9946394,2
15,-1,10,10,100,-0.0041048527,2
15,-1,10,100,100,1.4305115e-06,2
15,-1,10,1,278,1.7572422,2
15,-1,10,10,278,0.0011920929,2
15,-1,10,100,278,4.7683716e-07,2
15,-1,10,1,774,1.3446145,2
15,-1,10,10,774,-0.09056711,2
15,-1,10,100,774,-0.00048303604,2
15,-1,10,1,2154,1.0891533,2
15,-1,10,10,2154,0.009312153,2
15,-1,10,100,2154,-0.00021648407,2
15,-1,10,1,5994,1.6034956,2
15,-1,10,10,5994,0.0054359436,2
15,-1,10,100,5994,-0.00028467178,2
15,-1,10,1,16681,1.7299747,2
15,-1,10,10,16681,0.007429123,2
15,-1,10,100,16681,2.5749207e-05,2
15,-1,10,1,46415,1.5354481,2
15,-1,10,10,46415,0.023210526,2
15,-1,10,100,46415,1.7166138e-05,2
15,-1,10,1,129154,1.7463493,2
15,-1,10,10,129154,0.0071840286,2
15,-1,10,100,129154,2.3841858e-05,2
15,-1,10,1,359381,1.8583355,2
15,-1,10,10,359381,0.0054969788,2
15,-1,10,100,359381,-0.00021648407,2
15,-1,10,1,1000000,1.9368801,2
15,-1,10,10,1000000,0.007133484,2
15,-1,10,100,1000000,4.4822693e-05,2
15,-1,10,1,100,-0.19669867,3
15,-1,10,10,100,-4.7683716e-07,3
15,-1,10,100,100,-9.536743e-07,3
15,-1,10,1,278,0.037003994,3
15,-1,10,10,278,-7.534027e-05,3
15,-1,10,100,278,7.1525574e-06,3
15,-1,10,1,774,-0.12478399,3
15,-1,10,10,774,7.43866e-05,3
15,-1,10,100,774,-7.6293945e-06,3
15,-1,10,1,2154,-0.1034894,3
15,-1,10,10,2154,0.0018048286,3
15,-1,10,100,2154,-6.67572e-06,3
15,-1,10,1,5994,-0.32907677,3
15,-1,10,10,5994,0.0049791336,3
15,-1,10,100,5994,-3.71933e-05,3
15,-1,10,1,16681,0.5696497,3
15,-1,10,10,16681,0.0027799606,3
15,-1,10,100,16681,-1.04904175e-05,3
15,-1,10,1,46415,0.5182476,3
15,-1,10,10,46415,0.005259514,3
15,-1,10,100,46415,-9.536743e-07,3
15,-1,10,1,129154,0.23936558,3
15,-1,10,10,129154,0.008648872,3
15,-1,10,100,129154,-4.2915344e-05,3
15,-1,10,1,359381,0.6920023,3
15,-1,10,10,359381,0.008864403,3
15,-1,10,100,359381,-1.9073486e-06,3
15,-1,10,1,1000000,1.0834227,3
15,-1,10,10,1000000,0.17277718,3
15,-1,10,100,1000000,6.67572e-06,3
15,-1,10,1,100,-0.03544283,4
15,-1,10,10,100,-0.0064520836,4
15,-1,10,100,100,-4.7683716e-07,4
15,-1,10,1,278,0.013999939,4
15,-1,10,10,278,-0.000228405,4
15,-1,10,100,278,0.0,4
15,-1,10,1,774,0.0071206093,4
15,-1,10,10,774,8.773804e-05,4
15,-1,10,100,774,4.7683716e-07,4
15,-1,10,1,2154,0.0129060745,4
15,-1,10,10,2154,0.00043010712,4
15,-1,10,100,2154,-9.536743e-05,4
15,-1,10,1,5994,0.12338257,4
15,-1,10,10,5994,0.00014972687,4
15,-1,10,100,5994,-1.4305115e-05,4
15,-1,10,1,16681,-0.10521889,4
15,-1,10,10,16681,0.00046348572,4
15,-1,10,100,16681,-2.002716e-05,4
15,-1,10,1,46415,-0.16411114,4
15,-1,10,10,46415,0.00062942505,4
15,-1,10,100,46415,5.722046e-06,4
15,-1,10,1,129154,0.059880257,4
15,-1,10,10,129154,0.000582695,4
15,-1,10,100,129154,-1.335144e-05,4
15,-1,10,1,359381,-0.29259014,4
15,-1,10,10,359381,0.00093460083,4
15,-1,10,100,359381,5.722046e-06,4
15,-1,10,1,1000000,-0.11734295,4
15,-1,10,10,1000000,0.002863884,4
15,-1,10,100,1000000,2.861023e-06,4
15,-1,10,1,100,-0.11939764,5
15,-1,10,10,100,-0.0034065247,5
15,-1,10,100,100,-0.0018401146,5
15,-1,10,1,278,0.017480373,5
15,-1,10,10,278,9.536743e-07,5
15,-1,10,100,278,0.0,5
15,-1,10,1,774,0.014476776,5
15,-1,10,10,774,-0.00012111664,5
15,-1,10,100,774,0.0,5
15,-1,10,1,2154,0.00969696,5
15,-1,10,10,2154,-0.00017642975,5
15,-1,10,100,2154,-6.771088e-05,5
15,-1,10,1,5994,0.00842762,5
15,-1,10,10,5994,-0.00068092346,5
15,-1,10,100,5994,-9.536743e-06,5
15,-1,10,1,16681,-0.14775753,5
15,-1,10,10,16681,9.536743e-06,5
15,-1,10,100,16681,-7.6293945e-06,5
15,-1,10,1,46415,0.13143635,5
15,-1,10,10,46415,3.4332275e-05,5
15,-1,10,100,46415,-4.7683716e-06,5
15,-1,10,1,129154,0.00936985,5
15,-1,10,10,129154,0.00015449524,5
15,-1,10,100,129154,-3.8146973e-06,5
15,-1,10,1,359381,0.0051870346,5
15,-1,10,10,359381,8.4877014e-05,5
15,-1,10,100,359381,-3.8146973e-06,5
15,-1,10,1,1000000,-0.10479832,5
15,-1,10,10,1000000,0.0003528595,5
15,-1,10,100,1000000,-9.536743e-07,5
15,-1,10,1,100,0.0023245811,6
15,-1,10,10,100,9.536743e-07,6
15,-1,10,100,100,9.536743e-07,6
15,-1,10,1,278,0.0025324821,6
15,-1,10,10,278,1.4305115e-06,6
15,-1,10,100,278,-1.9073486e-06,6
15,-1,10,1,774,0.01315546,6
15,-1,10,10,774,0.0010075569,6
15,-1,10,100,774,-6.6280365e-05,6
15,-1,10,1,2154,0.007534027,6
15,-1,10,10,2154,-5.9127808e-05,6
15,-1,10,100,2154,-4.7683716e-06,6
15,-1,10,1,5994,0.007124901,6
15,-1,10,10,5994,2.861023e-06,6
15,-1,10,100,5994,5.722046e-06,6
15,-1,10,1,16681,0.01142025,6
15,-1,10,10,16681,-6.67572e-06,6
15,-1,10,100,16681,4.7683716e-06,6
15,-1,10,1,46415,-0.061037064,6
15,-1,10,10,46415,-2.7656555e-05,6
15,-1,10,100,46415,7.6293945e-06,6
15,-1,10,1,129154,0.003873825,6
15,-1,10,10,129154,-8.010864e-05,6
15,-1,10,100,129154,-2.2888184e-05,6
15,-1,10,1,359381,0.011343002,6
15,-1,10,10,359381,5.1498413e-05,6
15,-1,10,100,359381,9.536743e-07,6
15,-1,10,1,1000000,0.0080013275,6
15,-1,10,10,1000000,4.1007996e-05,6
15,-1,10,100,1000000,7.6293945e-06,6
15,-1,10,1,100,-0.0067534447,7
15,-1,10,10,100,-4.7683716e-07,7
15,-1,10,100,100,-4.7683716e-07,7
15,-1,10,1,278,-0.2528758,7
15,-1,10,10,278,-0.001458168,7
15,-1,10,100,278,0.0,7
15,-1,10,1,774,0.009748459,7
15,-1,10,10,774,-0.00049209595,7
15,-1,10,100,774,-9.536743e-07,7
15,-1,10,1,2154,0.0043172836,7
15,-1,10,10,2154,4.7683716e-06,7
15,-1,10,100,2154,-3.8146973e-06,7
15,-1,10,1,5994,-0.06605911,7
15,-1,10,10,5994,-4.863739e-05,7
15,-1,10,100,5994,-4.4822693e-05,7
15,-1,10,1,16681,0.006157875,7
15,-1,10,10,16681,2.9563904e-05,7
15,-1,10,100,16681,3.2424927e-05,7
15,-1,10,1,46415,0.0007381439,7
15,-1,10,10,46415,-0.00089359283,7
15,-1,10,100,46415,-0.00017166138,7
15,-1,10,1,129154,0.0038146973,7
15,-1,10,10,129154,-8.583069e-06,7
15,-1,10,100,129154,-9.536743e-07,7
15,-1,10,1,359381,0.006801605,7
15,-1,10,10,359381,4.7683716e-06,7
15,-1,10,100,359381,-1.9073486e-06,7
15,-1,10,1,1000000,-0.13677597,7
15,-1,10,10,1000000,2.0980835e-05,7
15,-1,10,100,1000000,0.0,7
15,-1,10,1,100,-0.042773247,8
15,-1,10,10,100,-0.03397274,8
15,-1,10,100,100,4.7683716e-07,8
15,-1,10,1,278,-0.14853287,8
15,-1,10,10,278,-0.0003452301,8
15,-1,10,100,278,9.536743e-07,8
15,-1,10,1,774,0.00053596497,8
15,-1,10,10,774,-0.00064754486,8
15,-1,10,100,774,-0.0004234314,8
15,-1,10,1,2154,0.0035448074,8
15,-1,10,10,2154,6.67572e-06,8
15,-1,10,100,2154,0.0,8
15,-1,10,1,5994,0.007586479,8
15,-1,10,10,5994,-6.9618225e-05,8
15,-1,10,100,5994,4.673004e-05,8
15,-1,10,1,16681,0.0070676804,8
15,-1,10,10,16681,9.536743e-06,8
15,-1,10,100,16681,1.1444092e-05,8
15,-1,10,1,46415,-0.13533401,8
15,-1,10,10,46415,-9.536743e-07,8
15,-1,10,100,46415,1.9073486e-06,8
15,-1,10,1,129154,0.050164223,8
15,-1,10,10,129154,0.042123795,8
15,-1,10,100,129154,-9.536743e-07,8
15,-1,10,1,359381,0.0073833466,8
15,-1,10,10,359381,1.335144e-05,8
15,-1,10,100,359381,2.861023e-06,8
15,-1,10,1,1000000,0.20698261,8
15,-1,10,10,1000000,4.7683716e-06,8
15,-1,10,100,1000000,-1.9073486e-06,8
15,-1,10,1,100,-0.17015696,9
15,-1,10,10,100,-0.0036854744,9
15,-1,10,100,100,-4.7683716e-07,9
15,-1,10,1,278,-0.11016369,9
15,-1,10,10,278,-0.00379467,9
15,-1,10,100,278,0.0,9
15,-1,10,1,774,-0.46570873,9
15,-1,10,10,774,-0.0006933212,9
15,-1,10,100,774,9.536743e-07,9
15,-1,10,1,2154,0.0030298233,9
15,-1,10,10,2154,-2.5749207e-05,9
15,-1,10,100,2154,-1.7166138e-05,9
15,-1,10,1,5994,0.004146576,9
15,-1,10,10,5994,-0.00013542175,9
15,-1,10,100,5994,-0.00015163422,9
15,-1,10,1,16681,0.0053920746,9
15,-1,10,10,16681,-2.3841858e-05,9
15,-1,10,100,16681,-3.8146973e-06,9
15,-1,10,1,46415,0.0063705444,9
15,-1,10,10,46415,-2.861023e-06,9
15,-1,10,100,46415,1.9073486e-06,9
15,-1,10,1,129154,0.0076065063,9
15,-1,10,10,129154,-7.6293945e-06,9
15,-1,10,100,129154,3.8146973e-06,9
15,-1,10,1,359381,0.0032749176,9
15,-1,10,10,359381,-5.722046e-06,9
15,-1,10,100,359381,-9.536743e-07,9
15,-1,10,1,1000000,0.006878853,9
15,-1,10,10,1000000,-4.7683716e-06,9
15,-1,10,100,1000000,-5.722046e-06,9
15,-1,10,1,100,-0.1423583,10
15,-1,10,10,100,4.7683716e-07,10
15,-1,10,100,100,4.7683716e-07,10
15,-1,10,1,278,-0.00219059,10
15,-1,10,10,278,2.861023e-06,10
15,-1,10,100,278,2.861023e-06,10
15,-1,10,1,774,-0.003025055,10
15,-1,10,10,774,-0.0002117157,10
15,-1,10,100,774,-0.0001411438,10
15,-1,10,1,2154,-0.0001077652,10
15,-1,10,10,2154,-0.00039863586,10
15,-1,10,100,2154,-0.00018978119,10
15,-1,10,1,5994,0.0025539398,10
15,-1,10,10,5994,-4.4822693e-05,10
15,-1,10,100,5994,-6.67572e-06,10
15,-1,10,1,16681,0.004594803,10
15,-1,10,10,16681,-2.193451e-05,10
15,-1,10,100,16681,6.1035156e-05,10
15,-1,10,1,46415,0.0039720535,10
15,-1,10,10,46415,-1.2397766e-05,10
15,-1,10,100,46415,-2.861023e-06,10
15,-1,10,1,129154,0.0056095123,10
15,-1,10,10,129154,3.8146973e-06,10
15,-1,10,100,129154,2.861023e-06,10
15,-1,10,1,359381,0.003170967,10
15,-1,10,10,359381,3.8146973e-06,10
15,-1,10,100,359381,1.9073486e-06,10
15,-1,10,1,1000000,0.080109596,10
15,-1,10,10,1000000,2.3841858e-05,10
15,-1,10,100,1000000,-9.536743e-07,10
20,-1,1,1,100,4.777593,1
20,-1,1,10,100,4.06807,1
20,-1,1,100,100,0.76252294,1
20,-1,1,1,278,5.3919325,1
20,-1,1,10,278,4.8898807,1
20,-1,1,100,278,1.4177494,1
20,-1,1,1,774,5.479356,1
20,-1,1,10,774,4.464504,1
20,-1,1,100,774,1.6818403,1
20,-1,1,1,2154,5.0241733,1
20,-1,1,10,2154,4.4771986,1
20,-1,1,100,2154,1.3157616,1
20,-1,1,1,5994,5.3355722,1
20,-1,1,10,5994,5.240532,1
20,-1,1,100,5994,1.5422955,1
20,-1,1,1,16681,5.297016,1
20,-1,1,10,16681,5.2849126,1
20,-1,1,100,16681,1.5218143,1
20,-1,1,1,46415,5.185684,1
20,-1,1,10,46415,5.146164,1
20,-1,1,100,46415,1.4586556,1
20,-1,1,1,129154,5.3513174,1
20,-1,1,10,129154,5.322357,1
20,-1,1,100,129154,1.6691735,1
20,-1,1,1,359381,5.3457975,1
20,-1,1,10,359381,5.3402243,1
20,-1,1,100,359381,1.6800461,1
20,-1,1,1,1000000,5.342558,1
20,-1,1,10,1000000,5.328534,1
20,-1,1,100,1000000,1.9466391,1
20,-1,1,1,100,5.9548516,2
20,-1,1,10,100,3.0354228,2
20,-1,1,100,100,1.1351837,2
20,-1,1,1,278,4.89993,2
20,-1,1,10,278,2.0156877,2
20,-1,1,100,278,0.34922105,2
20,-1,1,1,774,5.1157036,2
20,-1,1,10,774,2.3383665,2
20,-1,1,100,774,0.30177286,2
20,-1,1,1,2154,5.031728,2
20,-1,1,10,2154,2.3027685,2
20,-1,1,100,2154,0.12536114,2
20,-1,1,1,5994,5.2408743,2
20,-1,1,10,5994,3.2221222,2
20,-1,1,100,5994,0.34926105,2
20,-1,1,1,16681,4.3899713,2
20,-1,1,10,16681,1.4242463,2
20,-1,1,100,16681,-0.026256323,2
20,-1,1,1,46415,5.0775175,2
20,-1,1,10,46415,2.674503,2
20,-1,1,100,46415,0.24929523,2
20,-1,1,1,129154,4.5877438,2
20,-1,1,10,129154,2.268155,2
20,-1,1,100,129154,0.23780775,2
20,-1,1,1,359381,4.968439,2
20,-1,1,10,359381,2.668744,2
20,-1,1,100,359381,0.30766392,2
20,-1,1,1,1000000,5.479626,2
20,-1,1,10,1000000,3.3282008,2
20,-1,1,100,1000000,0.49852705,2
20,-1,1,1,100,3.8528001,3
20,-1,1,10,100,0.7468266,3
20,-1,1,100,100,0.15829629,3
20,-1,1,1,278,4.829697,3
20,-1,1,10,278,0.9526446,3
20,-1,1,100,278,0.14273831,3
20,-1,1,1,774,4.5290728,3
20,-1,1,10,774,1.3920847,3
20,-1,1,100,774,0.11728746,3
20,-1,1,1,2154,5.3983746,3
20,-1,1,10,2154,1.6557248,3
20,-1,1,100,2154,0.15202796,3
20,-1,1,1,5994,5.0969286,3
20,-1,1,10,5994,1.3085876,3
20,-1,1,100,5994,0.036631107,3
20,-1,1,1,16681,4.6762047,3
20,-1,1,10,16681,0.833606,3
20,-1,1,100,16681,0.14089513,3
20,-1,1,1,46415,5.2529163,3
20,-1,1,10,46415,1.8214536,3
20,-1,1,100,46415,0.09304428,3
20,-1,1,1,129154,5.532854,3
20,-1,1,10,129154,2.213912,3
20,-1,1,100,129154,0.34684753,3
20,-1,1,1,359381,5.382543,3
20,-1,1,10,359381,1.9399686,3
20,-1,1,100,359381,0.17472029,3
20,-1,1,1,1000000,5.33644,3
20,-1,1,10,1000000,2.0840893,3
20,-1,1,100,1000000,0.32563114,3
20,-1,1,1,100,3.810455,4
20,-1,1,10,100,1.3825337,4
20,-1,1,100,100,0.1447084,4
20,-1,1,1,278,3.5451562,4
20,-1,1,10,278,1.0236024,4
20,-1,1,100,278,0.03457079,4
20,-1,1,1,774,3.9395034,4
20,-1,1,10,774,1.0522281,4
20,-1,1,100,774,0.068406165,4
20,-1,1,1,2154,4.0096865,4
20,-1,1,10,2154,0.87205386,4
20,-1,1,100,2154,0.08865523,4
20,-1,1,1,5994,4.1939163,4
20,-1,1,10,5994,0.6849561,4
20,-1,1,100,5994,0.045665264,4
20,-1,1,1,16681,4.4462624,4
20,-1,1,10,16681,0.8574741,4
20,-1,1,100,16681,0.041623592,4
20,-1,1,1,46415,4.695711,4
20,-1,1,10,46415,1.147191,4
20,-1,1,100,46415,0.15529871,4
20,-1,1,1,129154,4.2955337,4
20,-1,1,10,129154,0.75260115,4
20,-1,1,100,129154,0.07490063,4
20,-1,1,1,359381,4.3347063,4
20,-1,1,10,359381,0.52834415,4
20,-1,1,100,359381,0.12142038,4
20,-1,1,1,1000000,4.9850698,4
20,-1,1,10,1000000,0.9374795,4
20,-1,1,100,1000000,0.082274914,4
20,-1,1,1,100,2.9893556,5
20,-1,1,10,100,0.57415485,5
20,-1,1,100,100,0.0017973483,5
20,-1,1,1,278,2.9730082,5
20,-1,1,10,278,0.5006993,5
20,-1,1,100,278,-0.2141689,5
20,-1,1,1,774,2.445275,5
20,-1,1,10,774,0.47319388,5
20,-1,1,100,774,0.04067743,5
20,-1,1,1,2154,2.595362,5
20,-1,1,10,2154,0.021241903,5
20,-1,1,100,2154,-0.011281967,5
20,-1,1,1,5994,3.3713942,5
20,-1,1,10,5994,0.58762693,5
20,-1,1,100,5994,0.08152509,5
20,-1,1,1,16681,3.269392,5
20,-1,1,10,16681,0.7641287,5
20,-1,1,100,16681,0.02259922,5
20,-1,1,1,46415,2.9588704,5
20,-1,1,10,46415,0.29543018,5
20,-1,1,100,46415,0.004538536,5
20,-1,1,1,129154,3.29218,5
20,-1,1,10,129154,0.44687462,5
20,-1,1,100,129154,0.03987789,5
20,-1,1,1,359381,3.7434373,5
20,-1,1,10,359381,0.64143515,5
20,-1,1,100,359381,0.033199787,5
20,-1,1,1,1000000,3.588211,5
20,-1,1,10,1000000,0.80593395,5
20,-1,1,100,1000000,0.03396225,5
20,-1,1,1,100,2.6532803,6
20,-1,1,10,100,0.62406015,6
20,-1,1,100,100,0.12925348,6
20,-1,1,1,278,2.651669,6
20,-1,1,10,278,0.4415726,6
20,-1,1,100,278,-0.021224022,6
20,-1,1,1,774,2.794098,6
20,-1,1,10,774,0.6130667,6
20,-1,1,100,774,0.090770245,6
20,-1,1,1,2154,2.0596237,6
20,-1,1,10,2154,0.10239816,6
20,-1,1,100,2154,0.00060272217,6
20,-1,1,1,5994,2.4607944,6
20,-1,1,10,5994,0.2596898,6
20,-1,1,100,5994,0.037561417,6
20,-1,1,1,16681,2.743813,6
20,-1,1,10,16681,-0.0023412704,6
20,-1,1,100,16681,-0.0296278,6
20,-1,1,1,46415,3.3577123,6
20,-1,1,10,46415,0.42474413,6
20,-1,1,100,46415,0.011186123,6
20,-1,1,1,129154,1.841198,6
20,-1,1,10,129154,0.10911989,6
20,-1,1,100,129154,0.052827835,6
20,-1,1,1,359381,3.3810096,6
20,-1,1,10,359381,0.43609715,6
20,-1,1,100,359381,0.031104088,6
20,-1,1,1,1000000,3.10145,6
20,-1,1,10,1000000,0.17325306,6
20,-1,1,100,1000000,-0.023801804,6
